cellI,x,y,z,V
18559,0.06375,0.03625,0.001,5e-10
18560,0.06425,0.03625,0.001,5e-10
18561,0.06475,0.03625,0.001,5e-10
18562,0.06525,0.03625,0.001,5e-10
18563,0.06575,0.03625,0.001,5e-10
18564,0.06625,0.03625,0.001,5e-10
18565,0.06675,0.03625,0.001,5e-10
18566,0.06725,0.03625,0.001,5e-10
18567,0.06775,0.03625,0.001,5e-10
18568,0.06825,0.03625,0.001,5e-10
18569,0.06875,0.03625,0.001,5e-10
18570,0.06925,0.03625,0.001,5e-10
18571,0.06975,0.03625,0.001,5e-10
18572,0.07025,0.03625,0.001,5e-10
18573,0.07075,0.03625,0.001,5e-10
18574,0.07125,0.03625,0.001,5e-10
18575,0.07175,0.03625,0.001,5e-10
18576,0.07225,0.03625,0.001,5e-10
18577,0.07275,0.03625,0.001,5e-10
18578,0.07325,0.03625,0.001,5e-10
18579,0.07375,0.03625,0.001,5e-10
18580,0.07425,0.03625,0.001,5e-10
18581,0.07475,0.03625,0.001,5e-10
18582,0.07525,0.03625,0.001,5e-10
18583,0.07575,0.03625,0.001,5e-10
18584,0.07625,0.03625,0.001,5e-10
18585,0.07675,0.03625,0.001,5e-10
18586,0.07725,0.03625,0.001,5e-10
18587,0.07775,0.03625,0.001,5e-10
18588,0.07825,0.03625,0.001,5e-10
18589,0.07875,0.03625,0.001,5e-10
18590,0.07925,0.03625,0.001,5e-10
18591,0.07975,0.03625,0.001,5e-10
18592,0.08025,0.03625,0.001,5e-10
18593,0.08075,0.03625,0.001,5e-10
18594,0.08125,0.03625,0.001,5e-10
18595,0.08175,0.03625,0.001,5e-10
18596,0.08225,0.03625,0.001,5e-10
18597,0.08275,0.03625,0.001,5e-10
18598,0.08325,0.03625,0.001,5e-10
18599,0.08375,0.03625,0.001,5e-10
18600,0.08425,0.03625,0.001,5e-10
18601,0.08475,0.03625,0.001,5e-10
18602,0.08525,0.03625,0.001,5e-10
18603,0.08575,0.03625,0.001,5e-10
18604,0.08625,0.03625,0.001,5e-10
18605,0.08675,0.03625,0.001,5e-10
18606,0.08725,0.03625,0.001,5e-10
18607,0.08775,0.03625,0.001,5e-10
18608,0.08825,0.03625,0.001,5e-10
18609,0.08875,0.03625,0.001,5e-10
18610,0.08925,0.03625,0.001,5e-10
18611,0.08975,0.03625,0.001,5e-10
18612,0.09025,0.03625,0.001,5e-10
18613,0.09075,0.03625,0.001,5e-10
18614,0.09125,0.03625,0.001,5e-10
18615,0.09175,0.03625,0.001,5e-10
18616,0.09225,0.03625,0.001,5e-10
18617,0.09275,0.03625,0.001,5e-10
18618,0.09325,0.03625,0.001,5e-10
18619,0.09375,0.03625,0.001,5e-10
18620,0.09425,0.03625,0.001,5e-10
18621,0.09475,0.03625,0.001,5e-10
18622,0.09525,0.03625,0.001,5e-10
18623,0.09575,0.03625,0.001,5e-10
18624,0.09625,0.03625,0.001,5e-10
18625,0.09675,0.03625,0.001,5e-10
18626,0.09725,0.03625,0.001,5e-10
18627,0.09775,0.03625,0.001,5e-10
18628,0.09825,0.03625,0.001,5e-10
18629,0.09875,0.03625,0.001,5e-10
18630,0.09925,0.03625,0.001,5e-10
18631,0.09975,0.03625,0.001,5e-10
18632,0.10025,0.03625,0.001,5e-10
18633,0.10075,0.03625,0.001,5e-10
18634,0.10125,0.03625,0.001,5e-10
18635,0.10175,0.03625,0.001,5e-10
18636,0.10225,0.03625,0.001,5e-10
18637,0.10275,0.03625,0.001,5e-10
18638,0.10325,0.03625,0.001,5e-10
18639,0.10375,0.03625,0.001,5e-10
18640,0.10425,0.03625,0.001,5e-10
18641,0.10475,0.03625,0.001,5e-10
18642,0.10525,0.03625,0.001,5e-10
18643,0.10575,0.03625,0.001,5e-10
18644,0.10625,0.03625,0.001,5e-10
18645,0.10675,0.03625,0.001,5e-10
18646,0.10725,0.03625,0.001,5e-10
18647,0.10775,0.03625,0.001,5e-10
18648,0.10825,0.03625,0.001,5e-10
18649,0.10875,0.03625,0.001,5e-10
18650,0.10925,0.03625,0.001,5e-10
18651,0.10975,0.03625,0.001,5e-10
18652,0.11025,0.03625,0.001,5e-10
18653,0.11075,0.03625,0.001,5e-10
18654,0.11125,0.03625,0.001,5e-10
18655,0.11175,0.03625,0.001,5e-10
18656,0.11225,0.03625,0.001,5e-10
18657,0.11275,0.03625,0.001,5e-10
18658,0.11325,0.03625,0.001,5e-10
18659,0.11375,0.03625,0.001,5e-10
18660,0.11425,0.03625,0.001,5e-10
18661,0.11475,0.03625,0.001,5e-10
18662,0.11525,0.03625,0.001,5e-10
18663,0.11575,0.03625,0.001,5e-10
18664,0.11625,0.03625,0.001,5e-10
18665,0.11675,0.03625,0.001,5e-10
18666,0.11725,0.03625,0.001,5e-10
18667,0.11775,0.03625,0.001,5e-10
18668,0.11825,0.03625,0.001,5e-10
18669,0.11875,0.03625,0.001,5e-10
18670,0.11925,0.03625,0.001,5e-10
18671,0.11975,0.03625,0.001,5e-10
18672,0.12025,0.03625,0.001,5e-10
18673,0.12075,0.03625,0.001,5e-10
18674,0.12125,0.03625,0.001,5e-10
18675,0.12175,0.03625,0.001,5e-10
18676,0.12225,0.03625,0.001,5e-10
18677,0.12275,0.03625,0.001,5e-10
18678,0.12325,0.03625,0.001,5e-10
18679,0.12375,0.03625,0.001,5e-10
18680,0.12425,0.03625,0.001,5e-10
18681,0.12475,0.03625,0.001,5e-10
18682,0.12525,0.03625,0.001,5e-10
18683,0.12575,0.03625,0.001,5e-10
18684,0.12625,0.03625,0.001,5e-10
18685,0.12675,0.03625,0.001,5e-10
18686,0.12725,0.03625,0.001,5e-10
18687,0.12775,0.03625,0.001,5e-10
18688,0.00025,0.03675,0.001,5e-10
18689,0.00075,0.03675,0.001,5e-10
18690,0.00125,0.03675,0.001,5e-10
18691,0.00175,0.03675,0.001,5e-10
18692,0.00225,0.03675,0.001,5e-10
18693,0.00275,0.03675,0.001,5e-10
18694,0.00325,0.03675,0.001,5e-10
18695,0.00375,0.03675,0.001,5e-10
18696,0.00425,0.03675,0.001,5e-10
18697,0.00475,0.03675,0.001,5e-10
18698,0.00525,0.03675,0.001,5e-10
18699,0.00575,0.03675,0.001,5e-10
18700,0.00625,0.03675,0.001,5e-10
18701,0.00675,0.03675,0.001,5e-10
18702,0.00725,0.03675,0.001,5e-10
18703,0.00775,0.03675,0.001,5e-10
18704,0.00825,0.03675,0.001,5e-10
18705,0.00875,0.03675,0.001,5e-10
18706,0.00925,0.03675,0.001,5e-10
18707,0.00975,0.03675,0.001,5e-10
18708,0.01025,0.03675,0.001,5e-10
18709,0.01075,0.03675,0.001,5e-10
18710,0.01125,0.03675,0.001,5e-10
18711,0.01175,0.03675,0.001,5e-10
18712,0.01225,0.03675,0.001,5e-10
18713,0.01275,0.03675,0.001,5e-10
18714,0.01325,0.03675,0.001,5e-10
18715,0.01375,0.03675,0.001,5e-10
18716,0.01425,0.03675,0.001,5e-10
18717,0.01475,0.03675,0.001,5e-10
18718,0.01525,0.03675,0.001,5e-10
18719,0.01575,0.03675,0.001,5e-10
18720,0.01625,0.03675,0.001,5e-10
18721,0.01675,0.03675,0.001,5e-10
18722,0.01725,0.03675,0.001,5e-10
18723,0.01775,0.03675,0.001,5e-10
18724,0.01825,0.03675,0.001,5e-10
18725,0.01875,0.03675,0.001,5e-10
18726,0.01925,0.03675,0.001,5e-10
18727,0.01975,0.03675,0.001,5e-10
18728,0.02025,0.03675,0.001,5e-10
18729,0.02075,0.03675,0.001,5e-10
18730,0.02125,0.03675,0.001,5e-10
18731,0.02175,0.03675,0.001,5e-10
18732,0.02225,0.03675,0.001,5e-10
18733,0.02275,0.03675,0.001,5e-10
18734,0.02325,0.03675,0.001,5e-10
18735,0.02375,0.03675,0.001,5e-10
18736,0.02425,0.03675,0.001,5e-10
18737,0.02475,0.03675,0.001,5e-10
18738,0.02525,0.03675,0.001,5e-10
18739,0.02575,0.03675,0.001,5e-10
18740,0.02625,0.03675,0.001,5e-10
18741,0.02675,0.03675,0.001,5e-10
18742,0.02725,0.03675,0.001,5e-10
18743,0.02775,0.03675,0.001,5e-10
18744,0.02825,0.03675,0.001,5e-10
18745,0.02875,0.03675,0.001,5e-10
18746,0.02925,0.03675,0.001,5e-10
18747,0.02975,0.03675,0.001,5e-10
18748,0.03025,0.03675,0.001,5e-10
18749,0.03075,0.03675,0.001,5e-10
18750,0.03125,0.03675,0.001,5e-10
18751,0.03175,0.03675,0.001,5e-10
18752,0.03225,0.03675,0.001,5e-10
18753,0.03275,0.03675,0.001,5e-10
18754,0.03325,0.03675,0.001,5e-10
18755,0.03375,0.03675,0.001,5e-10
18756,0.03425,0.03675,0.001,5e-10
18757,0.03475,0.03675,0.001,5e-10
18758,0.03525,0.03675,0.001,5e-10
18759,0.03575,0.03675,0.001,5e-10
18760,0.03625,0.03675,0.001,5e-10
18761,0.03675,0.03675,0.001,5e-10
18762,0.03725,0.03675,0.001,5e-10
18763,0.03775,0.03675,0.001,5e-10
18764,0.03825,0.03675,0.001,5e-10
18765,0.03875,0.03675,0.001,5e-10
18766,0.03925,0.03675,0.001,5e-10
18767,0.03975,0.03675,0.001,5e-10
18768,0.04025,0.03675,0.001,5e-10
18769,0.04075,0.03675,0.001,5e-10
18770,0.04125,0.03675,0.001,5e-10
18771,0.04175,0.03675,0.001,5e-10
18772,0.04225,0.03675,0.001,5e-10
18773,0.04275,0.03675,0.001,5e-10
18774,0.04325,0.03675,0.001,5e-10
18775,0.04375,0.03675,0.001,5e-10
18776,0.04425,0.03675,0.001,5e-10
18777,0.04475,0.03675,0.001,5e-10
18778,0.04525,0.03675,0.001,5e-10
18779,0.04575,0.03675,0.001,5e-10
18780,0.04625,0.03675,0.001,5e-10
18781,0.04675,0.03675,0.001,5e-10
18782,0.04725,0.03675,0.001,5e-10
18783,0.04775,0.03675,0.001,5e-10
18784,0.04825,0.03675,0.001,5e-10
18785,0.04875,0.03675,0.001,5e-10
18786,0.04925,0.03675,0.001,5e-10
18787,0.04975,0.03675,0.001,5e-10
18788,0.05025,0.03675,0.001,5e-10
18789,0.05075,0.03675,0.001,5e-10
18790,0.05125,0.03675,0.001,5e-10
18791,0.05175,0.03675,0.001,5e-10
18792,0.05225,0.03675,0.001,5e-10
18793,0.05275,0.03675,0.001,5e-10
18794,0.05325,0.03675,0.001,5e-10
18795,0.05375,0.03675,0.001,5e-10
18796,0.05425,0.03675,0.001,5e-10
18797,0.05475,0.03675,0.001,5e-10
18798,0.05525,0.03675,0.001,5e-10
18799,0.05575,0.03675,0.001,5e-10
18800,0.05625,0.03675,0.001,5e-10
18801,0.05675,0.03675,0.001,5e-10
18802,0.05725,0.03675,0.001,5e-10
18803,0.05775,0.03675,0.001,5e-10
18804,0.05825,0.03675,0.001,5e-10
18805,0.05875,0.03675,0.001,5e-10
18806,0.05925,0.03675,0.001,5e-10
18807,0.05975,0.03675,0.001,5e-10
18808,0.06025,0.03675,0.001,5e-10
18809,0.06075,0.03675,0.001,5e-10
18810,0.06125,0.03675,0.001,5e-10
18811,0.06175,0.03675,0.001,5e-10
18812,0.06225,0.03675,0.001,5e-10
18813,0.06275,0.03675,0.001,5e-10
18814,0.06325,0.03675,0.001,5e-10
18815,0.06375,0.03675,0.001,5e-10
18816,0.06425,0.03675,0.001,5e-10
18817,0.06475,0.03675,0.001,5e-10
18818,0.06525,0.03675,0.001,5e-10
18819,0.06575,0.03675,0.001,5e-10
18820,0.06625,0.03675,0.001,5e-10
18821,0.06675,0.03675,0.001,5e-10
18822,0.06725,0.03675,0.001,5e-10
18823,0.06775,0.03675,0.001,5e-10
18824,0.06825,0.03675,0.001,5e-10
18825,0.06875,0.03675,0.001,5e-10
18826,0.06925,0.03675,0.001,5e-10
18827,0.06975,0.03675,0.001,5e-10
18828,0.07025,0.03675,0.001,5e-10
18829,0.07075,0.03675,0.001,5e-10
18830,0.07125,0.03675,0.001,5e-10
18831,0.07175,0.03675,0.001,5e-10
18832,0.07225,0.03675,0.001,5e-10
18833,0.07275,0.03675,0.001,5e-10
18834,0.07325,0.03675,0.001,5e-10
18835,0.07375,0.03675,0.001,5e-10
18836,0.07425,0.03675,0.001,5e-10
18837,0.07475,0.03675,0.001,5e-10
18838,0.07525,0.03675,0.001,5e-10
18839,0.07575,0.03675,0.001,5e-10
18840,0.07625,0.03675,0.001,5e-10
18841,0.07675,0.03675,0.001,5e-10
18842,0.07725,0.03675,0.001,5e-10
18843,0.07775,0.03675,0.001,5e-10
18844,0.07825,0.03675,0.001,5e-10
18845,0.07875,0.03675,0.001,5e-10
18846,0.07925,0.03675,0.001,5e-10
18847,0.07975,0.03675,0.001,5e-10
18848,0.08025,0.03675,0.001,5e-10
18849,0.08075,0.03675,0.001,5e-10
18850,0.08125,0.03675,0.001,5e-10
18851,0.08175,0.03675,0.001,5e-10
18852,0.08225,0.03675,0.001,5e-10
18853,0.08275,0.03675,0.001,5e-10
18854,0.08325,0.03675,0.001,5e-10
18855,0.08375,0.03675,0.001,5e-10
18856,0.08425,0.03675,0.001,5e-10
18857,0.08475,0.03675,0.001,5e-10
18858,0.08525,0.03675,0.001,5e-10
18859,0.08575,0.03675,0.001,5e-10
18860,0.08625,0.03675,0.001,5e-10
18861,0.08675,0.03675,0.001,5e-10
18862,0.08725,0.03675,0.001,5e-10
18863,0.08775,0.03675,0.001,5e-10
18864,0.08825,0.03675,0.001,5e-10
18865,0.08875,0.03675,0.001,5e-10
18866,0.08925,0.03675,0.001,5e-10
18867,0.08975,0.03675,0.001,5e-10
18868,0.09025,0.03675,0.001,5e-10
18869,0.09075,0.03675,0.001,5e-10
18870,0.09125,0.03675,0.001,5e-10
18871,0.09175,0.03675,0.001,5e-10
18872,0.09225,0.03675,0.001,5e-10
18873,0.09275,0.03675,0.001,5e-10
18874,0.09325,0.03675,0.001,5e-10
18875,0.09375,0.03675,0.001,5e-10
18876,0.09425,0.03675,0.001,5e-10
18877,0.09475,0.03675,0.001,5e-10
18878,0.09525,0.03675,0.001,5e-10
18879,0.09575,0.03675,0.001,5e-10
18880,0.09625,0.03675,0.001,5e-10
18881,0.09675,0.03675,0.001,5e-10
18882,0.09725,0.03675,0.001,5e-10
18883,0.09775,0.03675,0.001,5e-10
18884,0.09825,0.03675,0.001,5e-10
18885,0.09875,0.03675,0.001,5e-10
18886,0.09925,0.03675,0.001,5e-10
18887,0.09975,0.03675,0.001,5e-10
18888,0.10025,0.03675,0.001,5e-10
18889,0.10075,0.03675,0.001,5e-10
18890,0.10125,0.03675,0.001,5e-10
18891,0.10175,0.03675,0.001,5e-10
18892,0.10225,0.03675,0.001,5e-10
18893,0.10275,0.03675,0.001,5e-10
18894,0.10325,0.03675,0.001,5e-10
18895,0.10375,0.03675,0.001,5e-10
18896,0.10425,0.03675,0.001,5e-10
18897,0.10475,0.03675,0.001,5e-10
18898,0.10525,0.03675,0.001,5e-10
18899,0.10575,0.03675,0.001,5e-10
18900,0.10625,0.03675,0.001,5e-10
18901,0.10675,0.03675,0.001,5e-10
18902,0.10725,0.03675,0.001,5e-10
18903,0.10775,0.03675,0.001,5e-10
18904,0.10825,0.03675,0.001,5e-10
18905,0.10875,0.03675,0.001,5e-10
18906,0.10925,0.03675,0.001,5e-10
18907,0.10975,0.03675,0.001,5e-10
18908,0.11025,0.03675,0.001,5e-10
18909,0.11075,0.03675,0.001,5e-10
18910,0.11125,0.03675,0.001,5e-10
18911,0.11175,0.03675,0.001,5e-10
18912,0.11225,0.03675,0.001,5e-10
18913,0.11275,0.03675,0.001,5e-10
18914,0.11325,0.03675,0.001,5e-10
18915,0.11375,0.03675,0.001,5e-10
18916,0.11425,0.03675,0.001,5e-10
18917,0.11475,0.03675,0.001,5e-10
18918,0.11525,0.03675,0.001,5e-10
18919,0.11575,0.03675,0.001,5e-10
18920,0.11625,0.03675,0.001,5e-10
18921,0.11675,0.03675,0.001,5e-10
18922,0.11725,0.03675,0.001,5e-10
18923,0.11775,0.03675,0.001,5e-10
18924,0.11825,0.03675,0.001,5e-10
18925,0.11875,0.03675,0.001,5e-10
18926,0.11925,0.03675,0.001,5e-10
18927,0.11975,0.03675,0.001,5e-10
18928,0.12025,0.03675,0.001,5e-10
18929,0.12075,0.03675,0.001,5e-10
18930,0.12125,0.03675,0.001,5e-10
18931,0.12175,0.03675,0.001,5e-10
18932,0.12225,0.03675,0.001,5e-10
18933,0.12275,0.03675,0.001,5e-10
18934,0.12325,0.03675,0.001,5e-10
18935,0.12375,0.03675,0.001,5e-10
18936,0.12425,0.03675,0.001,5e-10
18937,0.12475,0.03675,0.001,5e-10
18938,0.12525,0.03675,0.001,5e-10
18939,0.12575,0.03675,0.001,5e-10
18940,0.12625,0.03675,0.001,5e-10
18941,0.12675,0.03675,0.001,5e-10
18942,0.12725,0.03675,0.001,5e-10
18943,0.12775,0.03675,0.001,5e-10
18944,0.00025,0.03725,0.001,5e-10
18945,0.00075,0.03725,0.001,5e-10
18946,0.00125,0.03725,0.001,5e-10
18947,0.00175,0.03725,0.001,5e-10
18948,0.00225,0.03725,0.001,5e-10
18949,0.00275,0.03725,0.001,5e-10
18950,0.00325,0.03725,0.001,5e-10
18951,0.00375,0.03725,0.001,5e-10
18952,0.00425,0.03725,0.001,5e-10
18953,0.00475,0.03725,0.001,5e-10
18954,0.00525,0.03725,0.001,5e-10
18955,0.00575,0.03725,0.001,5e-10
18956,0.00625,0.03725,0.001,5e-10
18957,0.00675,0.03725,0.001,5e-10
18958,0.00725,0.03725,0.001,5e-10
18959,0.00775,0.03725,0.001,5e-10
18960,0.00825,0.03725,0.001,5e-10
18961,0.00875,0.03725,0.001,5e-10
18962,0.00925,0.03725,0.001,5e-10
18963,0.00975,0.03725,0.001,5e-10
18964,0.01025,0.03725,0.001,5e-10
18965,0.01075,0.03725,0.001,5e-10
18966,0.01125,0.03725,0.001,5e-10
18967,0.01175,0.03725,0.001,5e-10
18968,0.01225,0.03725,0.001,5e-10
18969,0.01275,0.03725,0.001,5e-10
18970,0.01325,0.03725,0.001,5e-10
18971,0.01375,0.03725,0.001,5e-10
18972,0.01425,0.03725,0.001,5e-10
18973,0.01475,0.03725,0.001,5e-10
18974,0.01525,0.03725,0.001,5e-10
18975,0.01575,0.03725,0.001,5e-10
18976,0.01625,0.03725,0.001,5e-10
18977,0.01675,0.03725,0.001,5e-10
18978,0.01725,0.03725,0.001,5e-10
18979,0.01775,0.03725,0.001,5e-10
18980,0.01825,0.03725,0.001,5e-10
18981,0.01875,0.03725,0.001,5e-10
18982,0.01925,0.03725,0.001,5e-10
18983,0.01975,0.03725,0.001,5e-10
18984,0.02025,0.03725,0.001,5e-10
18985,0.02075,0.03725,0.001,5e-10
18986,0.02125,0.03725,0.001,5e-10
18987,0.02175,0.03725,0.001,5e-10
18988,0.02225,0.03725,0.001,5e-10
18989,0.02275,0.03725,0.001,5e-10
18990,0.02325,0.03725,0.001,5e-10
18991,0.02375,0.03725,0.001,5e-10
18992,0.02425,0.03725,0.001,5e-10
18993,0.02475,0.03725,0.001,5e-10
18994,0.02525,0.03725,0.001,5e-10
18995,0.02575,0.03725,0.001,5e-10
18996,0.02625,0.03725,0.001,5e-10
18997,0.02675,0.03725,0.001,5e-10
18998,0.02725,0.03725,0.001,5e-10
18999,0.02775,0.03725,0.001,5e-10
19000,0.02825,0.03725,0.001,5e-10
19001,0.02875,0.03725,0.001,5e-10
19002,0.02925,0.03725,0.001,5e-10
19003,0.02975,0.03725,0.001,5e-10
19004,0.03025,0.03725,0.001,5e-10
19005,0.03075,0.03725,0.001,5e-10
19006,0.03125,0.03725,0.001,5e-10
19007,0.03175,0.03725,0.001,5e-10
19008,0.03225,0.03725,0.001,5e-10
19009,0.03275,0.03725,0.001,5e-10
19010,0.03325,0.03725,0.001,5e-10
19011,0.03375,0.03725,0.001,5e-10
19012,0.03425,0.03725,0.001,5e-10
19013,0.03475,0.03725,0.001,5e-10
19014,0.03525,0.03725,0.001,5e-10
19015,0.03575,0.03725,0.001,5e-10
19016,0.03625,0.03725,0.001,5e-10
19017,0.03675,0.03725,0.001,5e-10
19018,0.03725,0.03725,0.001,5e-10
19019,0.03775,0.03725,0.001,5e-10
19020,0.03825,0.03725,0.001,5e-10
19021,0.03875,0.03725,0.001,5e-10
19022,0.03925,0.03725,0.001,5e-10
19023,0.03975,0.03725,0.001,5e-10
19024,0.04025,0.03725,0.001,5e-10
19025,0.04075,0.03725,0.001,5e-10
19026,0.04125,0.03725,0.001,5e-10
19027,0.04175,0.03725,0.001,5e-10
19028,0.04225,0.03725,0.001,5e-10
19029,0.04275,0.03725,0.001,5e-10
19030,0.04325,0.03725,0.001,5e-10
19031,0.04375,0.03725,0.001,5e-10
19032,0.04425,0.03725,0.001,5e-10
19033,0.04475,0.03725,0.001,5e-10
19034,0.04525,0.03725,0.001,5e-10
19035,0.04575,0.03725,0.001,5e-10
19036,0.04625,0.03725,0.001,5e-10
19037,0.04675,0.03725,0.001,5e-10
19038,0.04725,0.03725,0.001,5e-10
19039,0.04775,0.03725,0.001,5e-10
19040,0.04825,0.03725,0.001,5e-10
19041,0.04875,0.03725,0.001,5e-10
19042,0.04925,0.03725,0.001,5e-10
19043,0.04975,0.03725,0.001,5e-10
19044,0.05025,0.03725,0.001,5e-10
19045,0.05075,0.03725,0.001,5e-10
19046,0.05125,0.03725,0.001,5e-10
19047,0.05175,0.03725,0.001,5e-10
19048,0.05225,0.03725,0.001,5e-10
19049,0.05275,0.03725,0.001,5e-10
19050,0.05325,0.03725,0.001,5e-10
19051,0.05375,0.03725,0.001,5e-10
19052,0.05425,0.03725,0.001,5e-10
19053,0.05475,0.03725,0.001,5e-10
19054,0.05525,0.03725,0.001,5e-10
19055,0.05575,0.03725,0.001,5e-10
19056,0.05625,0.03725,0.001,5e-10
19057,0.05675,0.03725,0.001,5e-10
19058,0.05725,0.03725,0.001,5e-10
19059,0.05775,0.03725,0.001,5e-10
19060,0.05825,0.03725,0.001,5e-10
19061,0.05875,0.03725,0.001,5e-10
19062,0.05925,0.03725,0.001,5e-10
19063,0.05975,0.03725,0.001,5e-10
19064,0.06025,0.03725,0.001,5e-10
19065,0.06075,0.03725,0.001,5e-10
19066,0.06125,0.03725,0.001,5e-10
19067,0.06175,0.03725,0.001,5e-10
19068,0.06225,0.03725,0.001,5e-10
19069,0.06275,0.03725,0.001,5e-10
19070,0.06325,0.03725,0.001,5e-10
19071,0.06375,0.03725,0.001,5e-10
19072,0.06425,0.03725,0.001,5e-10
19073,0.06475,0.03725,0.001,5e-10
19074,0.06525,0.03725,0.001,5e-10
19075,0.06575,0.03725,0.001,5e-10
19076,0.06625,0.03725,0.001,5e-10
19077,0.06675,0.03725,0.001,5e-10
19078,0.06725,0.03725,0.001,5e-10
19079,0.06775,0.03725,0.001,5e-10
19080,0.06825,0.03725,0.001,5e-10
19081,0.06875,0.03725,0.001,5e-10
19082,0.06925,0.03725,0.001,5e-10
19083,0.06975,0.03725,0.001,5e-10
19084,0.07025,0.03725,0.001,5e-10
19085,0.07075,0.03725,0.001,5e-10
19086,0.07125,0.03725,0.001,5e-10
19087,0.07175,0.03725,0.001,5e-10
19088,0.07225,0.03725,0.001,5e-10
19089,0.07275,0.03725,0.001,5e-10
19090,0.07325,0.03725,0.001,5e-10
19091,0.07375,0.03725,0.001,5e-10
19092,0.07425,0.03725,0.001,5e-10
19093,0.07475,0.03725,0.001,5e-10
19094,0.07525,0.03725,0.001,5e-10
19095,0.07575,0.03725,0.001,5e-10
19096,0.07625,0.03725,0.001,5e-10
19097,0.07675,0.03725,0.001,5e-10
19098,0.07725,0.03725,0.001,5e-10
19099,0.07775,0.03725,0.001,5e-10
19100,0.07825,0.03725,0.001,5e-10
19101,0.07875,0.03725,0.001,5e-10
19102,0.07925,0.03725,0.001,5e-10
19103,0.07975,0.03725,0.001,5e-10
19104,0.08025,0.03725,0.001,5e-10
19105,0.08075,0.03725,0.001,5e-10
19106,0.08125,0.03725,0.001,5e-10
19107,0.08175,0.03725,0.001,5e-10
19108,0.08225,0.03725,0.001,5e-10
19109,0.08275,0.03725,0.001,5e-10
19110,0.08325,0.03725,0.001,5e-10
19111,0.08375,0.03725,0.001,5e-10
19112,0.08425,0.03725,0.001,5e-10
19113,0.08475,0.03725,0.001,5e-10
19114,0.08525,0.03725,0.001,5e-10
19115,0.08575,0.03725,0.001,5e-10
19116,0.08625,0.03725,0.001,5e-10
19117,0.08675,0.03725,0.001,5e-10
19118,0.08725,0.03725,0.001,5e-10
19119,0.08775,0.03725,0.001,5e-10
19120,0.08825,0.03725,0.001,5e-10
19121,0.08875,0.03725,0.001,5e-10
19122,0.08925,0.03725,0.001,5e-10
19123,0.08975,0.03725,0.001,5e-10
19124,0.09025,0.03725,0.001,5e-10
19125,0.09075,0.03725,0.001,5e-10
19126,0.09125,0.03725,0.001,5e-10
19127,0.09175,0.03725,0.001,5e-10
19128,0.09225,0.03725,0.001,5e-10
19129,0.09275,0.03725,0.001,5e-10
19130,0.09325,0.03725,0.001,5e-10
19131,0.09375,0.03725,0.001,5e-10
19132,0.09425,0.03725,0.001,5e-10
19133,0.09475,0.03725,0.001,5e-10
19134,0.09525,0.03725,0.001,5e-10
19135,0.09575,0.03725,0.001,5e-10
19136,0.09625,0.03725,0.001,5e-10
19137,0.09675,0.03725,0.001,5e-10
19138,0.09725,0.03725,0.001,5e-10
19139,0.09775,0.03725,0.001,5e-10
19140,0.09825,0.03725,0.001,5e-10
19141,0.09875,0.03725,0.001,5e-10
19142,0.09925,0.03725,0.001,5e-10
19143,0.09975,0.03725,0.001,5e-10
19144,0.10025,0.03725,0.001,5e-10
19145,0.10075,0.03725,0.001,5e-10
19146,0.10125,0.03725,0.001,5e-10
19147,0.10175,0.03725,0.001,5e-10
19148,0.10225,0.03725,0.001,5e-10
19149,0.10275,0.03725,0.001,5e-10
19150,0.10325,0.03725,0.001,5e-10
19151,0.10375,0.03725,0.001,5e-10
19152,0.10425,0.03725,0.001,5e-10
19153,0.10475,0.03725,0.001,5e-10
19154,0.10525,0.03725,0.001,5e-10
19155,0.10575,0.03725,0.001,5e-10
19156,0.10625,0.03725,0.001,5e-10
19157,0.10675,0.03725,0.001,5e-10
19158,0.10725,0.03725,0.001,5e-10
19159,0.10775,0.03725,0.001,5e-10
19160,0.10825,0.03725,0.001,5e-10
19161,0.10875,0.03725,0.001,5e-10
19162,0.10925,0.03725,0.001,5e-10
19163,0.10975,0.03725,0.001,5e-10
19164,0.11025,0.03725,0.001,5e-10
19165,0.11075,0.03725,0.001,5e-10
19166,0.11125,0.03725,0.001,5e-10
19167,0.11175,0.03725,0.001,5e-10
19168,0.11225,0.03725,0.001,5e-10
19169,0.11275,0.03725,0.001,5e-10
19170,0.11325,0.03725,0.001,5e-10
19171,0.11375,0.03725,0.001,5e-10
19172,0.11425,0.03725,0.001,5e-10
19173,0.11475,0.03725,0.001,5e-10
19174,0.11525,0.03725,0.001,5e-10
19175,0.11575,0.03725,0.001,5e-10
19176,0.11625,0.03725,0.001,5e-10
19177,0.11675,0.03725,0.001,5e-10
19178,0.11725,0.03725,0.001,5e-10
19179,0.11775,0.03725,0.001,5e-10
19180,0.11825,0.03725,0.001,5e-10
19181,0.11875,0.03725,0.001,5e-10
19182,0.11925,0.03725,0.001,5e-10
19183,0.11975,0.03725,0.001,5e-10
19184,0.12025,0.03725,0.001,5e-10
19185,0.12075,0.03725,0.001,5e-10
19186,0.12125,0.03725,0.001,5e-10
19187,0.12175,0.03725,0.001,5e-10
19188,0.12225,0.03725,0.001,5e-10
19189,0.12275,0.03725,0.001,5e-10
19190,0.12325,0.03725,0.001,5e-10
19191,0.12375,0.03725,0.001,5e-10
19192,0.12425,0.03725,0.001,5e-10
19193,0.12475,0.03725,0.001,5e-10
