cellI,x,y,z,V
735,0.063,0.023,0.001,8e-09
736,0.065,0.023,0.001,8e-09
737,0.067,0.023,0.001,8e-09
738,0.069,0.023,0.001,8e-09
739,0.071,0.023,0.001,8e-09
740,0.073,0.023,0.001,8e-09
741,0.075,0.023,0.001,8e-09
742,0.077,0.023,0.001,8e-09
743,0.079,0.023,0.001,8e-09
744,0.081,0.023,0.001,8e-09
745,0.083,0.023,0.001,8e-09
746,0.085,0.023,0.001,8e-09
747,0.087,0.023,0.001,8e-09
748,0.089,0.023,0.001,8e-09
749,0.091,0.023,0.001,8e-09
750,0.093,0.023,0.001,8e-09
751,0.095,0.023,0.001,8e-09
752,0.097,0.023,0.001,8e-09
753,0.099,0.023,0.001,8e-09
754,0.101,0.023,0.001,8e-09
755,0.103,0.023,0.001,8e-09
756,0.105,0.023,0.001,8e-09
757,0.107,0.023,0.001,8e-09
758,0.109,0.023,0.001,8e-09
759,0.111,0.023,0.001,8e-09
760,0.113,0.023,0.001,8e-09
761,0.115,0.023,0.001,8e-09
762,0.117,0.023,0.001,8e-09
763,0.119,0.023,0.001,8e-09
764,0.121,0.023,0.001,8e-09
765,0.123,0.023,0.001,8e-09
766,0.125,0.023,0.001,8e-09
767,0.127,0.023,0.001,8e-09
768,0.001,0.025,0.001,8e-09
769,0.003,0.025,0.001,8e-09
770,0.005,0.025,0.001,8e-09
771,0.007,0.025,0.001,8e-09
772,0.009,0.025,0.001,8e-09
773,0.011,0.025,0.001,8e-09
774,0.013,0.025,0.001,8e-09
775,0.015,0.025,0.001,8e-09
776,0.017,0.025,0.001,8e-09
777,0.019,0.025,0.001,8e-09
778,0.021,0.025,0.001,8e-09
779,0.023,0.025,0.001,8e-09
780,0.025,0.025,0.001,8e-09
781,0.027,0.025,0.001,8e-09
782,0.029,0.025,0.001,8e-09
783,0.031,0.025,0.001,8e-09
784,0.033,0.025,0.001,8e-09
785,0.035,0.025,0.001,8e-09
786,0.037,0.025,0.001,8e-09
787,0.039,0.025,0.001,8e-09
788,0.041,0.025,0.001,8e-09
789,0.043,0.025,0.001,8e-09
790,0.045,0.025,0.001,8e-09
791,0.047,0.025,0.001,8e-09
792,0.049,0.025,0.001,8e-09
793,0.051,0.025,0.001,8e-09
794,0.053,0.025,0.001,8e-09
795,0.055,0.025,0.001,8e-09
796,0.057,0.025,0.001,8e-09
797,0.059,0.025,0.001,8e-09
798,0.061,0.025,0.001,8e-09
799,0.063,0.025,0.001,8e-09
800,0.065,0.025,0.001,8e-09
801,0.067,0.025,0.001,8e-09
802,0.069,0.025,0.001,8e-09
803,0.071,0.025,0.001,8e-09
804,0.073,0.025,0.001,8e-09
805,0.075,0.025,0.001,8e-09
806,0.077,0.025,0.001,8e-09
807,0.079,0.025,0.001,8e-09
808,0.081,0.025,0.001,8e-09
809,0.083,0.025,0.001,8e-09
810,0.085,0.025,0.001,8e-09
811,0.087,0.025,0.001,8e-09
812,0.089,0.025,0.001,8e-09
813,0.091,0.025,0.001,8e-09
814,0.093,0.025,0.001,8e-09
815,0.095,0.025,0.001,8e-09
816,0.097,0.025,0.001,8e-09
817,0.099,0.025,0.001,8e-09
818,0.101,0.025,0.001,8e-09
819,0.103,0.025,0.001,8e-09
820,0.105,0.025,0.001,8e-09
821,0.107,0.025,0.001,8e-09
822,0.109,0.025,0.001,8e-09
823,0.111,0.025,0.001,8e-09
824,0.113,0.025,0.001,8e-09
825,0.115,0.025,0.001,8e-09
826,0.117,0.025,0.001,8e-09
827,0.119,0.025,0.001,8e-09
828,0.121,0.025,0.001,8e-09
829,0.123,0.025,0.001,8e-09
830,0.125,0.025,0.001,8e-09
831,0.127,0.025,0.001,8e-09
832,0.001,0.027,0.001,8e-09
833,0.003,0.027,0.001,8e-09
834,0.005,0.027,0.001,8e-09
835,0.007,0.027,0.001,8e-09
836,0.009,0.027,0.001,8e-09
837,0.011,0.027,0.001,8e-09
838,0.013,0.027,0.001,8e-09
839,0.015,0.027,0.001,8e-09
840,0.017,0.027,0.001,8e-09
841,0.019,0.027,0.001,8e-09
842,0.021,0.027,0.001,8e-09
843,0.023,0.027,0.001,8e-09
844,0.025,0.027,0.001,8e-09
845,0.027,0.027,0.001,8e-09
846,0.029,0.027,0.001,8e-09
847,0.031,0.027,0.001,8e-09
848,0.033,0.027,0.001,8e-09
849,0.035,0.027,0.001,8e-09
850,0.037,0.027,0.001,8e-09
851,0.039,0.027,0.001,8e-09
852,0.041,0.027,0.001,8e-09
853,0.043,0.027,0.001,8e-09
854,0.045,0.027,0.001,8e-09
855,0.047,0.027,0.001,8e-09
856,0.049,0.027,0.001,8e-09
857,0.051,0.027,0.001,8e-09
858,0.053,0.027,0.001,8e-09
859,0.055,0.027,0.001,8e-09
860,0.057,0.027,0.001,8e-09
861,0.059,0.027,0.001,8e-09
862,0.061,0.027,0.001,8e-09
863,0.063,0.027,0.001,8e-09
864,0.065,0.027,0.001,8e-09
865,0.067,0.027,0.001,8e-09
866,0.069,0.027,0.001,8e-09
867,0.071,0.027,0.001,8e-09
868,0.073,0.027,0.001,8e-09
869,0.075,0.027,0.001,8e-09
870,0.077,0.027,0.001,8e-09
871,0.079,0.027,0.001,8e-09
872,0.081,0.027,0.001,8e-09
873,0.083,0.027,0.001,8e-09
874,0.085,0.027,0.001,8e-09
875,0.087,0.027,0.001,8e-09
876,0.089,0.027,0.001,8e-09
877,0.091,0.027,0.001,8e-09
878,0.093,0.027,0.001,8e-09
879,0.095,0.027,0.001,8e-09
880,0.097,0.027,0.001,8e-09
881,0.099,0.027,0.001,8e-09
882,0.101,0.027,0.001,8e-09
883,0.103,0.027,0.001,8e-09
884,0.105,0.027,0.001,8e-09
885,0.107,0.027,0.001,8e-09
886,0.109,0.027,0.001,8e-09
887,0.111,0.027,0.001,8e-09
888,0.113,0.027,0.001,8e-09
889,0.115,0.027,0.001,8e-09
890,0.117,0.027,0.001,8e-09
891,0.119,0.027,0.001,8e-09
892,0.121,0.027,0.001,8e-09
893,0.123,0.027,0.001,8e-09
894,0.125,0.027,0.001,8e-09
895,0.127,0.027,0.001,8e-09
896,0.001,0.029,0.001,8e-09
897,0.003,0.029,0.001,8e-09
898,0.005,0.029,0.001,8e-09
899,0.007,0.029,0.001,8e-09
900,0.009,0.029,0.001,8e-09
901,0.011,0.029,0.001,8e-09
902,0.013,0.029,0.001,8e-09
903,0.015,0.029,0.001,8e-09
904,0.017,0.029,0.001,8e-09
905,0.019,0.029,0.001,8e-09
906,0.021,0.029,0.001,8e-09
907,0.023,0.029,0.001,8e-09
908,0.025,0.029,0.001,8e-09
909,0.027,0.029,0.001,8e-09
910,0.029,0.029,0.001,8e-09
911,0.031,0.029,0.001,8e-09
912,0.033,0.029,0.001,8e-09
913,0.035,0.029,0.001,8e-09
914,0.037,0.029,0.001,8e-09
915,0.039,0.029,0.001,8e-09
916,0.041,0.029,0.001,8e-09
917,0.043,0.029,0.001,8e-09
918,0.045,0.029,0.001,8e-09
919,0.047,0.029,0.001,8e-09
920,0.049,0.029,0.001,8e-09
921,0.051,0.029,0.001,8e-09
922,0.053,0.029,0.001,8e-09
923,0.055,0.029,0.001,8e-09
924,0.057,0.029,0.001,8e-09
925,0.059,0.029,0.001,8e-09
926,0.061,0.029,0.001,8e-09
927,0.063,0.029,0.001,8e-09
928,0.065,0.029,0.001,8e-09
929,0.067,0.029,0.001,8e-09
930,0.069,0.029,0.001,8e-09
931,0.071,0.029,0.001,8e-09
932,0.073,0.029,0.001,8e-09
933,0.075,0.029,0.001,8e-09
934,0.077,0.029,0.001,8e-09
935,0.079,0.029,0.001,8e-09
936,0.081,0.029,0.001,8e-09
937,0.083,0.029,0.001,8e-09
938,0.085,0.029,0.001,8e-09
939,0.087,0.029,0.001,8e-09
940,0.089,0.029,0.001,8e-09
941,0.091,0.029,0.001,8e-09
942,0.093,0.029,0.001,8e-09
943,0.095,0.029,0.001,8e-09
944,0.097,0.029,0.001,8e-09
945,0.099,0.029,0.001,8e-09
946,0.101,0.029,0.001,8e-09
947,0.103,0.029,0.001,8e-09
948,0.105,0.029,0.001,8e-09
949,0.107,0.029,0.001,8e-09
950,0.109,0.029,0.001,8e-09
951,0.111,0.029,0.001,8e-09
952,0.113,0.029,0.001,8e-09
953,0.115,0.029,0.001,8e-09
954,0.117,0.029,0.001,8e-09
955,0.119,0.029,0.001,8e-09
956,0.121,0.029,0.001,8e-09
957,0.123,0.029,0.001,8e-09
958,0.125,0.029,0.001,8e-09
959,0.127,0.029,0.001,8e-09
960,0.001,0.031,0.001,8e-09
961,0.003,0.031,0.001,8e-09
962,0.005,0.031,0.001,8e-09
963,0.007,0.031,0.001,8e-09
964,0.009,0.031,0.001,8e-09
965,0.011,0.031,0.001,8e-09
966,0.013,0.031,0.001,8e-09
967,0.015,0.031,0.001,8e-09
968,0.017,0.031,0.001,8e-09
969,0.019,0.031,0.001,8e-09
970,0.021,0.031,0.001,8e-09
971,0.023,0.031,0.001,8e-09
972,0.025,0.031,0.001,8e-09
973,0.027,0.031,0.001,8e-09
974,0.029,0.031,0.001,8e-09
975,0.031,0.031,0.001,8e-09
976,0.033,0.031,0.001,8e-09
977,0.035,0.031,0.001,8e-09
978,0.037,0.031,0.001,8e-09
979,0.039,0.031,0.001,8e-09
980,0.041,0.031,0.001,8e-09
981,0.043,0.031,0.001,8e-09
982,0.045,0.031,0.001,8e-09
983,0.047,0.031,0.001,8e-09
984,0.049,0.031,0.001,8e-09
985,0.051,0.031,0.001,8e-09
986,0.053,0.031,0.001,8e-09
987,0.055,0.031,0.001,8e-09
988,0.057,0.031,0.001,8e-09
989,0.059,0.031,0.001,8e-09
990,0.061,0.031,0.001,8e-09
991,0.063,0.031,0.001,8e-09
992,0.065,0.031,0.001,8e-09
993,0.067,0.031,0.001,8e-09
994,0.069,0.031,0.001,8e-09
995,0.071,0.031,0.001,8e-09
996,0.073,0.031,0.001,8e-09
997,0.075,0.031,0.001,8e-09
998,0.077,0.031,0.001,8e-09
999,0.079,0.031,0.001,8e-09
1000,0.081,0.031,0.001,8e-09
1001,0.083,0.031,0.001,8e-09
1002,0.085,0.031,0.001,8e-09
1003,0.087,0.031,0.001,8e-09
1004,0.089,0.031,0.001,8e-09
1005,0.091,0.031,0.001,8e-09
1006,0.093,0.031,0.001,8e-09
1007,0.095,0.031,0.001,8e-09
1008,0.097,0.031,0.001,8e-09
1009,0.099,0.031,0.001,8e-09
1010,0.101,0.031,0.001,8e-09
1011,0.103,0.031,0.001,8e-09
1012,0.105,0.031,0.001,8e-09
1013,0.107,0.031,0.001,8e-09
1014,0.109,0.031,0.001,8e-09
1015,0.111,0.031,0.001,8e-09
1016,0.113,0.031,0.001,8e-09
1017,0.115,0.031,0.001,8e-09
1018,0.117,0.031,0.001,8e-09
1019,0.119,0.031,0.001,8e-09
1020,0.121,0.031,0.001,8e-09
1021,0.123,0.031,0.001,8e-09
1022,0.125,0.031,0.001,8e-09
1023,0.127,0.031,0.001,8e-09
1024,0.001,0.033,0.001,8e-09
1025,0.003,0.033,0.001,8e-09
1026,0.005,0.033,0.001,8e-09
1027,0.007,0.033,0.001,8e-09
1028,0.009,0.033,0.001,8e-09
1029,0.011,0.033,0.001,8e-09
1030,0.013,0.033,0.001,8e-09
1031,0.015,0.033,0.001,8e-09
1032,0.017,0.033,0.001,8e-09
1033,0.019,0.033,0.001,8e-09
1034,0.021,0.033,0.001,8e-09
1035,0.023,0.033,0.001,8e-09
1036,0.025,0.033,0.001,8e-09
1037,0.027,0.033,0.001,8e-09
1038,0.029,0.033,0.001,8e-09
1039,0.031,0.033,0.001,8e-09
1040,0.033,0.033,0.001,8e-09
1041,0.035,0.033,0.001,8e-09
1042,0.037,0.033,0.001,8e-09
1043,0.039,0.033,0.001,8e-09
1044,0.041,0.033,0.001,8e-09
1045,0.043,0.033,0.001,8e-09
1046,0.045,0.033,0.001,8e-09
1047,0.047,0.033,0.001,8e-09
1048,0.049,0.033,0.001,8e-09
1049,0.051,0.033,0.001,8e-09
1050,0.053,0.033,0.001,8e-09
1051,0.055,0.033,0.001,8e-09
1052,0.057,0.033,0.001,8e-09
1053,0.059,0.033,0.001,8e-09
1054,0.061,0.033,0.001,8e-09
1055,0.063,0.033,0.001,8e-09
1056,0.065,0.033,0.001,8e-09
1057,0.067,0.033,0.001,8e-09
1058,0.069,0.033,0.001,8e-09
1059,0.071,0.033,0.001,8e-09
1060,0.073,0.033,0.001,8e-09
1061,0.075,0.033,0.001,8e-09
1062,0.077,0.033,0.001,8e-09
1063,0.079,0.033,0.001,8e-09
1064,0.081,0.033,0.001,8e-09
1065,0.083,0.033,0.001,8e-09
1066,0.085,0.033,0.001,8e-09
1067,0.087,0.033,0.001,8e-09
1068,0.089,0.033,0.001,8e-09
1069,0.091,0.033,0.001,8e-09
1070,0.093,0.033,0.001,8e-09
1071,0.095,0.033,0.001,8e-09
1072,0.097,0.033,0.001,8e-09
1073,0.099,0.033,0.001,8e-09
1074,0.101,0.033,0.001,8e-09
1075,0.103,0.033,0.001,8e-09
1076,0.105,0.033,0.001,8e-09
1077,0.107,0.033,0.001,8e-09
1078,0.109,0.033,0.001,8e-09
1079,0.111,0.033,0.001,8e-09
1080,0.113,0.033,0.001,8e-09
1081,0.115,0.033,0.001,8e-09
1082,0.117,0.033,0.001,8e-09
1083,0.119,0.033,0.001,8e-09
1084,0.121,0.033,0.001,8e-09
1085,0.123,0.033,0.001,8e-09
1086,0.125,0.033,0.001,8e-09
1087,0.127,0.033,0.001,8e-09
1088,0.001,0.035,0.001,8e-09
1089,0.003,0.035,0.001,8e-09
1090,0.005,0.035,0.001,8e-09
1091,0.007,0.035,0.001,8e-09
1092,0.009,0.035,0.001,8e-09
1093,0.011,0.035,0.001,8e-09
1094,0.013,0.035,0.001,8e-09
1095,0.015,0.035,0.001,8e-09
1096,0.017,0.035,0.001,8e-09
1097,0.019,0.035,0.001,8e-09
1098,0.021,0.035,0.001,8e-09
1099,0.023,0.035,0.001,8e-09
1100,0.025,0.035,0.001,8e-09
1101,0.027,0.035,0.001,8e-09
1102,0.029,0.035,0.001,8e-09
1103,0.031,0.035,0.001,8e-09
1104,0.033,0.035,0.001,8e-09
1105,0.035,0.035,0.001,8e-09
1106,0.037,0.035,0.001,8e-09
1107,0.039,0.035,0.001,8e-09
1108,0.041,0.035,0.001,8e-09
1109,0.043,0.035,0.001,8e-09
1110,0.045,0.035,0.001,8e-09
1111,0.047,0.035,0.001,8e-09
1112,0.049,0.035,0.001,8e-09
1113,0.051,0.035,0.001,8e-09
1114,0.053,0.035,0.001,8e-09
1115,0.055,0.035,0.001,8e-09
1116,0.057,0.035,0.001,8e-09
1117,0.059,0.035,0.001,8e-09
1118,0.061,0.035,0.001,8e-09
1119,0.063,0.035,0.001,8e-09
1120,0.065,0.035,0.001,8e-09
1121,0.067,0.035,0.001,8e-09
1122,0.069,0.035,0.001,8e-09
1123,0.071,0.035,0.001,8e-09
1124,0.073,0.035,0.001,8e-09
1125,0.075,0.035,0.001,8e-09
1126,0.077,0.035,0.001,8e-09
1127,0.079,0.035,0.001,8e-09
1128,0.081,0.035,0.001,8e-09
1129,0.083,0.035,0.001,8e-09
1130,0.085,0.035,0.001,8e-09
1131,0.087,0.035,0.001,8e-09
1132,0.089,0.035,0.001,8e-09
1133,0.091,0.035,0.001,8e-09
1134,0.093,0.035,0.001,8e-09
1135,0.095,0.035,0.001,8e-09
1136,0.097,0.035,0.001,8e-09
1137,0.099,0.035,0.001,8e-09
1138,0.101,0.035,0.001,8e-09
1139,0.103,0.035,0.001,8e-09
1140,0.105,0.035,0.001,8e-09
1141,0.107,0.035,0.001,8e-09
1142,0.109,0.035,0.001,8e-09
1143,0.111,0.035,0.001,8e-09
1144,0.113,0.035,0.001,8e-09
1145,0.115,0.035,0.001,8e-09
1146,0.117,0.035,0.001,8e-09
1147,0.119,0.035,0.001,8e-09
1148,0.121,0.035,0.001,8e-09
1149,0.123,0.035,0.001,8e-09
1150,0.125,0.035,0.001,8e-09
1151,0.127,0.035,0.001,8e-09
1152,0.001,0.037,0.001,8e-09
1153,0.003,0.037,0.001,8e-09
1154,0.005,0.037,0.001,8e-09
1155,0.007,0.037,0.001,8e-09
1156,0.009,0.037,0.001,8e-09
1157,0.011,0.037,0.001,8e-09
1158,0.013,0.037,0.001,8e-09
1159,0.015,0.037,0.001,8e-09
1160,0.017,0.037,0.001,8e-09
1161,0.019,0.037,0.001,8e-09
1162,0.021,0.037,0.001,8e-09
1163,0.023,0.037,0.001,8e-09
1164,0.025,0.037,0.001,8e-09
1165,0.027,0.037,0.001,8e-09
1166,0.029,0.037,0.001,8e-09
1167,0.031,0.037,0.001,8e-09
1168,0.033,0.037,0.001,8e-09
1169,0.035,0.037,0.001,8e-09
1170,0.037,0.037,0.001,8e-09
1171,0.039,0.037,0.001,8e-09
1172,0.041,0.037,0.001,8e-09
1173,0.043,0.037,0.001,8e-09
1174,0.045,0.037,0.001,8e-09
1175,0.047,0.037,0.001,8e-09
1176,0.049,0.037,0.001,8e-09
1177,0.051,0.037,0.001,8e-09
1178,0.053,0.037,0.001,8e-09
1179,0.055,0.037,0.001,8e-09
1180,0.057,0.037,0.001,8e-09
1181,0.059,0.037,0.001,8e-09
1182,0.061,0.037,0.001,8e-09
1183,0.063,0.037,0.001,8e-09
1184,0.065,0.037,0.001,8e-09
1185,0.067,0.037,0.001,8e-09
1186,0.069,0.037,0.001,8e-09
1187,0.071,0.037,0.001,8e-09
1188,0.073,0.037,0.001,8e-09
1189,0.075,0.037,0.001,8e-09
1190,0.077,0.037,0.001,8e-09
1191,0.079,0.037,0.001,8e-09
1192,0.081,0.037,0.001,8e-09
1193,0.083,0.037,0.001,8e-09
1194,0.085,0.037,0.001,8e-09
1195,0.087,0.037,0.001,8e-09
1196,0.089,0.037,0.001,8e-09
1197,0.091,0.037,0.001,8e-09
1198,0.093,0.037,0.001,8e-09
1199,0.095,0.037,0.001,8e-09
1200,0.097,0.037,0.001,8e-09
1201,0.099,0.037,0.001,8e-09
1202,0.101,0.037,0.001,8e-09
1203,0.103,0.037,0.001,8e-09
1204,0.105,0.037,0.001,8e-09
1205,0.107,0.037,0.001,8e-09
1206,0.109,0.037,0.001,8e-09
1207,0.111,0.037,0.001,8e-09
1208,0.113,0.037,0.001,8e-09
1209,0.115,0.037,0.001,8e-09
1210,0.117,0.037,0.001,8e-09
1211,0.119,0.037,0.001,8e-09
1212,0.121,0.037,0.001,8e-09
1213,0.123,0.037,0.001,8e-09
1214,0.125,0.037,0.001,8e-09
1215,0.127,0.037,0.001,8e-09
1216,0.001,0.039,0.001,8e-09
1217,0.003,0.039,0.001,8e-09
1218,0.005,0.039,0.001,8e-09
1219,0.007,0.039,0.001,8e-09
1220,0.009,0.039,0.001,8e-09
1221,0.011,0.039,0.001,8e-09
1222,0.013,0.039,0.001,8e-09
1223,0.015,0.039,0.001,8e-09
1224,0.017,0.039,0.001,8e-09
1225,0.019,0.039,0.001,8e-09
1226,0.021,0.039,0.001,8e-09
1227,0.023,0.039,0.001,8e-09
1228,0.025,0.039,0.001,8e-09
1229,0.027,0.039,0.001,8e-09
1230,0.029,0.039,0.001,8e-09
1231,0.031,0.039,0.001,8e-09
1232,0.033,0.039,0.001,8e-09
1233,0.035,0.039,0.001,8e-09
1234,0.037,0.039,0.001,8e-09
1235,0.039,0.039,0.001,8e-09
1236,0.041,0.039,0.001,8e-09
1237,0.043,0.039,0.001,8e-09
1238,0.045,0.039,0.001,8e-09
1239,0.047,0.039,0.001,8e-09
1240,0.049,0.039,0.001,8e-09
1241,0.051,0.039,0.001,8e-09
1242,0.053,0.039,0.001,8e-09
1243,0.055,0.039,0.001,8e-09
1244,0.057,0.039,0.001,8e-09
1245,0.059,0.039,0.001,8e-09
1246,0.061,0.039,0.001,8e-09
1247,0.063,0.039,0.001,8e-09
1248,0.065,0.039,0.001,8e-09
1249,0.067,0.039,0.001,8e-09
1250,0.069,0.039,0.001,8e-09
1251,0.071,0.039,0.001,8e-09
1252,0.073,0.039,0.001,8e-09
1253,0.075,0.039,0.001,8e-09
1254,0.077,0.039,0.001,8e-09
1255,0.079,0.039,0.001,8e-09
1256,0.081,0.039,0.001,8e-09
1257,0.083,0.039,0.001,8e-09
1258,0.085,0.039,0.001,8e-09
1259,0.087,0.039,0.001,8e-09
1260,0.089,0.039,0.001,8e-09
1261,0.091,0.039,0.001,8e-09
1262,0.093,0.039,0.001,8e-09
1263,0.095,0.039,0.001,8e-09
1264,0.097,0.039,0.001,8e-09
1265,0.099,0.039,0.001,8e-09
1266,0.101,0.039,0.001,8e-09
1267,0.103,0.039,0.001,8e-09
1268,0.105,0.039,0.001,8e-09
1269,0.107,0.039,0.001,8e-09
1270,0.109,0.039,0.001,8e-09
1271,0.111,0.039,0.001,8e-09
1272,0.113,0.039,0.001,8e-09
1273,0.115,0.039,0.001,8e-09
1274,0.117,0.039,0.001,8e-09
1275,0.119,0.039,0.001,8e-09
1276,0.121,0.039,0.001,8e-09
1277,0.123,0.039,0.001,8e-09
1278,0.125,0.039,0.001,8e-09
1279,0.127,0.039,0.001,8e-09
1280,0.001,0.041,0.001,8e-09
1281,0.003,0.041,0.001,8e-09
1282,0.005,0.041,0.001,8e-09
1283,0.007,0.041,0.001,8e-09
1284,0.009,0.041,0.001,8e-09
1285,0.011,0.041,0.001,8e-09
1286,0.013,0.041,0.001,8e-09
1287,0.015,0.041,0.001,8e-09
1288,0.017,0.041,0.001,8e-09
1289,0.019,0.041,0.001,8e-09
1290,0.021,0.041,0.001,8e-09
1291,0.023,0.041,0.001,8e-09
1292,0.025,0.041,0.001,8e-09
1293,0.027,0.041,0.001,8e-09
1294,0.029,0.041,0.001,8e-09
1295,0.031,0.041,0.001,8e-09
1296,0.033,0.041,0.001,8e-09
1297,0.035,0.041,0.001,8e-09
1298,0.037,0.041,0.001,8e-09
1299,0.039,0.041,0.001,8e-09
1300,0.041,0.041,0.001,8e-09
1301,0.043,0.041,0.001,8e-09
1302,0.045,0.041,0.001,8e-09
1303,0.047,0.041,0.001,8e-09
1304,0.049,0.041,0.001,8e-09
1305,0.051,0.041,0.001,8e-09
1306,0.053,0.041,0.001,8e-09
1307,0.055,0.041,0.001,8e-09
1308,0.057,0.041,0.001,8e-09
1309,0.059,0.041,0.001,8e-09
1310,0.061,0.041,0.001,8e-09
1311,0.063,0.041,0.001,8e-09
1312,0.065,0.041,0.001,8e-09
1313,0.067,0.041,0.001,8e-09
1314,0.069,0.041,0.001,8e-09
1315,0.071,0.041,0.001,8e-09
1316,0.073,0.041,0.001,8e-09
1317,0.075,0.041,0.001,8e-09
1318,0.077,0.041,0.001,8e-09
1319,0.079,0.041,0.001,8e-09
1320,0.081,0.041,0.001,8e-09
1321,0.083,0.041,0.001,8e-09
1322,0.085,0.041,0.001,8e-09
1323,0.087,0.041,0.001,8e-09
1324,0.089,0.041,0.001,8e-09
1325,0.091,0.041,0.001,8e-09
1326,0.093,0.041,0.001,8e-09
1327,0.095,0.041,0.001,8e-09
1328,0.097,0.041,0.001,8e-09
1329,0.099,0.041,0.001,8e-09
1330,0.101,0.041,0.001,8e-09
1331,0.103,0.041,0.001,8e-09
1332,0.105,0.041,0.001,8e-09
1333,0.107,0.041,0.001,8e-09
1334,0.109,0.041,0.001,8e-09
1335,0.111,0.041,0.001,8e-09
1336,0.113,0.041,0.001,8e-09
1337,0.115,0.041,0.001,8e-09
1338,0.117,0.041,0.001,8e-09
1339,0.119,0.041,0.001,8e-09
1340,0.121,0.041,0.001,8e-09
1341,0.123,0.041,0.001,8e-09
1342,0.125,0.041,0.001,8e-09
1343,0.127,0.041,0.001,8e-09
1344,0.001,0.043,0.001,8e-09
1345,0.003,0.043,0.001,8e-09
1346,0.005,0.043,0.001,8e-09
1347,0.007,0.043,0.001,8e-09
1348,0.009,0.043,0.001,8e-09
1349,0.011,0.043,0.001,8e-09
1350,0.013,0.043,0.001,8e-09
1351,0.015,0.043,0.001,8e-09
1352,0.017,0.043,0.001,8e-09
1353,0.019,0.043,0.001,8e-09
1354,0.021,0.043,0.001,8e-09
1355,0.023,0.043,0.001,8e-09
1356,0.025,0.043,0.001,8e-09
1357,0.027,0.043,0.001,8e-09
1358,0.029,0.043,0.001,8e-09
1359,0.031,0.043,0.001,8e-09
1360,0.033,0.043,0.001,8e-09
1361,0.035,0.043,0.001,8e-09
1362,0.037,0.043,0.001,8e-09
1363,0.039,0.043,0.001,8e-09
1364,0.041,0.043,0.001,8e-09
1365,0.043,0.043,0.001,8e-09
1366,0.045,0.043,0.001,8e-09
1367,0.047,0.043,0.001,8e-09
1368,0.049,0.043,0.001,8e-09
1369,0.051,0.043,0.001,8e-09
1370,0.053,0.043,0.001,8e-09
1371,0.055,0.043,0.001,8e-09
1372,0.057,0.043,0.001,8e-09
1373,0.059,0.043,0.001,8e-09
1374,0.061,0.043,0.001,8e-09
1375,0.063,0.043,0.001,8e-09
1376,0.065,0.043,0.001,8e-09
1377,0.067,0.043,0.001,8e-09
1378,0.069,0.043,0.001,8e-09
1379,0.071,0.043,0.001,8e-09
1380,0.073,0.043,0.001,8e-09
1381,0.075,0.043,0.001,8e-09
1382,0.077,0.043,0.001,8e-09
1383,0.079,0.043,0.001,8e-09
1384,0.081,0.043,0.001,8e-09
1385,0.083,0.043,0.001,8e-09
1386,0.085,0.043,0.001,8e-09
1387,0.087,0.043,0.001,8e-09
1388,0.089,0.043,0.001,8e-09
1389,0.091,0.043,0.001,8e-09
1390,0.093,0.043,0.001,8e-09
1391,0.095,0.043,0.001,8e-09
1392,0.097,0.043,0.001,8e-09
1393,0.099,0.043,0.001,8e-09
1394,0.101,0.043,0.001,8e-09
1395,0.103,0.043,0.001,8e-09
1396,0.105,0.043,0.001,8e-09
1397,0.107,0.043,0.001,8e-09
1398,0.109,0.043,0.001,8e-09
1399,0.111,0.043,0.001,8e-09
1400,0.113,0.043,0.001,8e-09
1401,0.115,0.043,0.001,8e-09
1402,0.117,0.043,0.001,8e-09
1403,0.119,0.043,0.001,8e-09
1404,0.121,0.043,0.001,8e-09
1405,0.123,0.043,0.001,8e-09
1406,0.125,0.043,0.001,8e-09
1407,0.127,0.043,0.001,8e-09
1408,0.001,0.045,0.001,8e-09
1409,0.003,0.045,0.001,8e-09
1410,0.005,0.045,0.001,8e-09
1411,0.007,0.045,0.001,8e-09
1412,0.009,0.045,0.001,8e-09
1413,0.011,0.045,0.001,8e-09
1414,0.013,0.045,0.001,8e-09
1415,0.015,0.045,0.001,8e-09
1416,0.017,0.045,0.001,8e-09
1417,0.019,0.045,0.001,8e-09
1418,0.021,0.045,0.001,8e-09
1419,0.023,0.045,0.001,8e-09
1420,0.025,0.045,0.001,8e-09
1421,0.027,0.045,0.001,8e-09
1422,0.029,0.045,0.001,8e-09
1423,0.031,0.045,0.001,8e-09
1424,0.033,0.045,0.001,8e-09
1425,0.035,0.045,0.001,8e-09
1426,0.037,0.045,0.001,8e-09
1427,0.039,0.045,0.001,8e-09
1428,0.041,0.045,0.001,8e-09
1429,0.043,0.045,0.001,8e-09
1430,0.045,0.045,0.001,8e-09
1431,0.047,0.045,0.001,8e-09
1432,0.049,0.045,0.001,8e-09
1433,0.051,0.045,0.001,8e-09
1434,0.053,0.045,0.001,8e-09
1435,0.055,0.045,0.001,8e-09
1436,0.057,0.045,0.001,8e-09
1437,0.059,0.045,0.001,8e-09
1438,0.061,0.045,0.001,8e-09
1439,0.063,0.045,0.001,8e-09
1440,0.065,0.045,0.001,8e-09
1441,0.067,0.045,0.001,8e-09
1442,0.069,0.045,0.001,8e-09
1443,0.071,0.045,0.001,8e-09
1444,0.073,0.045,0.001,8e-09
1445,0.075,0.045,0.001,8e-09
1446,0.077,0.045,0.001,8e-09
